place_id,lat,lng,name,location
767,40.09401483,-82.99509048,Vertical Adventures,"Columbus, OH"
768,48.15267718,9.471057057,Weilerkapelle,Riedlingen
769,33.98612793,-118.0584057,Super Burrito,"Whittier, CA"
770,48.15351105,9.474474192,Sch\\u00f6ne Stiege,Riedlingen
771,51.06841503,0.687606133,Nationwide,St. Michaels
772,35.81805306,-90.7049666,Light's Chiropractic,"Jonesboro, AR"
773,47.1666824,8.289495707,Jialu,Hochdorf
774,42.11235307,-72.54363592,Western New England College,"Springfield, MA"
775,33.97459833,-118.0371858,Sophia's California Bistro,"Whittier, CA"
776,30.63642802,-89.0594579,Poplar Head Methodist Church,"Saucier, MS"
777,44.07159148,-79.26305013,Drysedale's Christmas Tree Farm,Uxbridge
778,51.96777888,11.13656095,Schwanebeck,Schwanebeck
779,36.87003752,-119.7633397,Frame Maker,"Fresno, CA"
780,33.96779731,-118.0438149,Subway,"Whittier, CA"
781,42.95414058,-81.61993387,Car Wash In Strathroy,Strathroy-Caradoc
782,42.94682375,-81.6119621,Canadian Tire Gas Station,Strathroy-Caradoc
783,48.0408741,-122.408014,Mike's Family Restaurant,"Langley, WA"
784,47.16610616,8.292993307,Flora Pub,Hochdorf
785,37.73136501,-122.4515648,Big Joe's Broiler #2,"San Francisco, CA"
786,52.1319493,7.40717536,Heimat / Eltern,Steinfurt
787,41.1184073,-7.94846749,Quinta do Ervedal,Resende
788,41.69917964,-85.89428234,El Maguey,"Elkhart, IN"
789,29.5596432,-98.56258567,ProCare Collision Centers,"San Antonio, TX"
790,20.59061038,-100.3710683,Are\\u00f3pago Juan Pablo II,"Queretaro, Queretaro de Arteaga"
791,28.66273212,-81.31187533,RHINOTRONICS.com,"Casselberry, FL"
792,33.96840485,-118.0373496,Lee Owens Park,"Whittier, CA"
793,32.76655542,-79.99319527,Yo Burrito,"Charleston, SC"
794,37.447391,126.9327683,\\ub9c8\\ub2f9\\ubc14\\uc704 \\uc0bc\\uc131\\uc0b0,Seoul
795,42.6134703,-71.2545974,Anderson Station,"Tewksbury, MA"
796,34.21652713,-118.4483726,Fluff & Fold,"Los Angeles, CA"
797,50.94881425,5.230000583,De Zoetekauw,Hasselt
798,53.0630973,8.6181758,B\\u00e4ckerei Kr\\u00fctzkamp,Delmenhorst
799,49.37497802,9.079424983,Sportverein FC Binau,Binau
800,48.120224,11.52958679,Stolz's Bude,Munich
801,46.50517878,6.676568267,Tamoil Petrol Station,Lutry
802,49.23079025,9.15973325,Milj\\u00f6h Bistro,Bad Wimpfen
803,49.23586807,9.1710192,Lidl,Offenau
804,51.1529638,0.559181571,Staplehurst Mannor Nursing Home,Staplehurst
805,51.16574825,0.627331138,MTC Cars,Headcorn
806,51.16667666,0.627518892,Pyman's,Headcorn
807,51.16701977,0.627459884,Total Petrol,Headcorn
808,51.16719132,0.622336865,Factory Shop,Headcorn
809,51.16772952,0.618758798,Headcorn Church,Headcorn
810,51.16778334,0.619466901,Headcorn Church Graveyard,Headcorn
811,51.1666363,0.619445443,Headcorn Village Hall,Headcorn
812,51.16740324,0.620545149,Methodist Church,Headcorn
813,51.16797339,0.620714128,The Kings Arms,Headcorn
814,51.16894885,0.620046258,The White Horse,Headcorn
815,51.16861922,0.620282292,The White Horse's Childrens Play Area,Headcorn
816,51.17627258,0.581020117,The Hawkenbury,Staplehurst
817,29.56248722,-98.50826573,Mama Lee's,"San Antonio, TX"
818,51.85332553,5.942411883,Tweede thuis,Ooi
819,41.45567029,-70.60016214,Che's Lounge,"Vineyard Haven, MA"
820,48.09656579,9.789558649,Second-Hand Shop,Biberach
821,19.64610105,-99.22352212,Arte,Mexico
822,35.77578268,-78.65281493,Broadreach Inc,"Raleigh, NC"
823,37.34144265,-120.5788116,Home,"Atwater, CA"
824,50.43916058,-104.6327125,La Bodega ,Regina
825,33.9754986,-118.0337276,City Hall,"Whittier, CA"
826,38.84889315,-77.45669638,Preet,"Centreville, VA"
827,40.54466768,-80.24081468,Kemptation,"Coraopolis, PA"
828,48.16231505,9.446523417,\\u00d6sterberg,Riedlingen
829,49.57466417,9.70097065,LAUDA DR. R. Wobser,Lauda-K\\u00f6nigshofen
830,49.56741425,9.705197811,Maria Mohr | Fris\\u00f6r,Lauda-K\\u00f6nigshofen
831,52.67677725,10.14257555,Hornshof - Das Blitzerdorf,Celle
832,50.80129692,7.130974531,Praxis Dr. Weber,Troisdorf
833,48.51181423,9.204501683,Aral Tankstelle,Reutlingen
834,38.96286257,-95.28332949,Home Base,"Lawrence, KS"
835,40.74051028,-74.00165319,VYNL,"New York, NY"
836,37.86233453,-84.6617756,Reasoner Hall,"Wilmore, KY"
837,40.74881774,-86.10365384,Wendy's,"Peru, IN"
838,54.69487474,25.2815428,Vcup,Vilnius
839,30.41074015,-97.6993078,Renaissance Women's Group,"Austin, TX"
840,37.8845481,-84.37234553,The Chase Bar,"Richmond, KY"
841,39.74335793,-104.9668851,The Grasshopper Alternative Medicine,"Denver, CO"
842,40.71290111,-111.8765713,Columbus Center Library,"South Salt Lake, UT"
843,42.98307561,-78.79594564,Panera,"Buffalo, NY"
844,34.12836951,-84.57465291,North Ga Spinal,"Woodstock, GA"
845,40.78687485,-73.12980115,Red Apple Restaurant,NY
846,53.46491645,9.780808448,Lakierzentrum Neu Wulmstorf,Neu Wulmstorf
847,37.54916912,-77.45317317,A Taste of the Far East,"Richmond, VA"
848,39.78900462,-75.09156263,Millstream Appartments,"Woodbury, NJ"
849,36.77466732,-76.34296833,Deep Creek Commons,"Chesapeake, VA"
850,48.09318712,11.40058994,S-Bahnhof Stockdof,Gauting
851,52.02543562,8.89950752,BCE-Elektronik,Lemgo
852,41.92979543,-88.7542631,Chesapeake Bagel Bakery,"De Kalb, IL"
853,35.23170948,-114.0148246,Motel 6,"Kingman, AZ"
854,60.16969019,24.94323492,Pap\\u00e0 Giovanni,Helsinki
855,35.44037569,-80.86510469,Lakeside Family Physicians,"Huntersville, NC"
856,51.0734304,0.513305633,Tubslake Farm,Hawkhurst
857,51.0624588,0.519608967,Merrymead Farm,Hawkhurst
858,51.06007468,0.521111967,Paul's Farm,Hawkhurst
859,39.19365595,-84.59907833,Terri\\u2019s Little Caf\\u00e9,"Cincinnati, OH"
860,39.6235733,-86.11937522,Subway,"Greenwood, IN"
861,42.4656996,-83.85410403,Relish- The Grill,"Brighton, MI"
862,39.63551024,-79.95224087,Dadisman,"Morgantown, WV"
863,42.30400437,-83.70900895,GNC,"Ann Arbor, MI"
864,29.40206727,-95.26734352,Pearson Park,"Alvin, TX"
865,38.52791287,-84.83145282,H O P Shops,"Owenton, KY"
866,38.52791287,-84.83145282,H O P Shops,"Owenton, KY"
867,18.16494923,-65.85415852,JC Penny,Humacao
868,18.16494923,-65.85415852,Jose A Nassar & Asoc.,Humacao
869,18.16494923,-65.85415852,Walmart,Humacao
870,18.16494923,-65.85415852,ATT ,Humacao
871,37.65555865,-121.0304506,Scottys Sub,"Modesto, CA"
872,14.637003,121.0278073,Manila Bulletin,Quezon City
873,14.65348273,121.0332743,Tempura (Trinoma),Quezon City
874,48.70377565,9.651211788,\\u00c4rztehaus,Goppingen
875,52.4450761,11.48530954,Allgemeinarzt Franzke,Letzlingen
876,52.44053363,11.47987603,Legoland,Letzlingen
877,53.08567395,8.578885383,Markant Schierbrok,Ganderkesee
878,18.18188911,-65.86761546,Bell Oulet,Las Piedras
879,29.30802243,47.85102808,School of Law,null
880,19.32954992,-99.14407969,Hospital HMG,Coyoacan
881,55.73988026,37.63193547,Aquamarine Hotel (bar And Restaurant),Moscow
882,51.44984688,-0.921884917,Bulmershe Student Union,null
883,43.47390067,-70.7125197,York County Courthouse,"Alfred, ME"
884,56.41294735,10.87574315,Cafe Dagmar,Grenaa
885,29.27838797,-81.08379294,Pizzano's Pizzeria,"Ormond Beach, FL"
886,41.96958467,-87.70828805,Sahar II,"Chicago, IL"
887,29.28056843,-81.06820693,Arby's ,"Ormond Beach, FL"
888,35.0931285,-92.48604825,Piano Lessons - Mae,"Conway, AR"
889,32.32122928,-90.10743856,"Valley Services, Inc.","Flowood, MS"
890,38.34511588,-76.42504282,K.B. DERR AND SON Marina,"Lusby, MD"
891,37.05773743,-94.57267943,JR Home,"Joplin, MO"
892,45.72348395,-122.6885104,Alki MS,"Vancouver, WA"
893,42.24583613,-83.62157842,Double Eagle Coney Island,"Ypsilanti, MI"
894,33.63744905,-91.80183828,Popeye's Chicken,"Monticello, AR"
895,40.52400223,-111.9505411,Des Home,"Riverton, UT"
896,53.5066703,10.4824009,Opel Grundmann,Schwarzenbek
897,40.25941208,29.06349421,TOFA?? Otomobil Fab.,null
898,40.39941568,-74.03525591,Red Barn Store,"Atlantic Highlands, NJ"
899,47.16624475,8.291115761,Seetalcenter Migros,Hochdorf
900,34.16736671,-118.3230822,Dr. Benest,"Burbank, CA"
901,42.52782175,-82.88218855,My House,"St. Clair Shores, MI"
902,38.43311,-85.50960706,East Oldham Middle School,"Goshen, KY"
903,31.55762052,-110.352071,FMWR Arts & Craft,"Fort Huachuca, AZ"
904,20.68370658,-103.3870106,JW Marriott,"Guadalajara, Jalisco"
905,47.56446628,7.565342188,Felix Platter-Spital,Basel-City
906,54.0963653,10.02873558,Hof Voigt,Tasdorf
907,46.70362854,8.85076141,Sala Restaurant Glacera,null
908,49.2413548,9.258743917,Parkplatz,Oedheim
909,37.27567463,-77.53159048,Archer's Garage & Towing,"Ettrick, VA"
910,46.17933858,7.385206367,Boulangerie,null
911,54.44450648,9.589156867,Autorastplatz,Lottorf
912,47.47509233,9.484059367,"Industriestr. 35, Rorschach",Rorschach
913,41.88931157,-88.31269205,Heartland Blood Center ,"Geneva, IL"
914,42.47814969,-82.94906628,Pro Clean Laundromat,MI
915,47.9062729,11.42629573,UPS Wolfratshausen,Wolfratshausen
916,51.12671256,-0.009258986,Dominos Pizza,null
917,51.37029934,1.128337983,Kavanagh Cinema,null
918,41.92422169,-84.63331109,Hillsdale College Dow Center,"Hillsdale, MI"
919,40.88243091,-72.93568229,Brick Shithouse,"Middle Island, NY"
920,56.85422646,16.21535789,RESIDENCE,null
921,41.92667549,-84.64193344,SabreTech Consulting LLC,"Hillsdale, MI"
922,52.40530411,-1.823012392,Seaspray ,null
923,41.36856842,-72.92567444,Hamden Ice Rink,"Hamden, CT"
924,34.01756239,-118.3462661,Zeitgeist Community Learning Center,"Los Angeles, CA"
925,41.37859463,-72.922396,Shepard Glen Elementary School,"Hamden, CT"
926,35.59129238,-80.88585048,O'Charleys,"Mooresville, NC"
927,36.05685561,-80.32755392,Brixx,"Winston-Salem, NC"
928,-34.59083975,-58.43569888,EasyBroker.com Offices,Lan\\u00fas
929,26.18716698,-81.80572164,lululemon athletica,"Naples, FL"
930,40.85864258,-73.18562317,The Garden Grill,"Smithtown, NY"
931,38.4988566,-122.9885433,Applewood Inn,"Guerneville, CA"
932,37.52343384,127.025135,\\ubbf8\\uc18c\\ub77c\\uc778 \\ud55c\\uc758\\uc6cc\\u3134,Seoul
933,38.94535003,-77.44432211,IAD: C Concourse,"Chantilly, VA"
934,-31.84383392,115.8374735,Aog,"Perth, Western Australia"
935,42.38960093,-83.91724562,Dexter Dental,"Dexter, MI"
936,52.62292233,10.08130561,Laura M.,Celle
937,42.98859887,-88.24925285,Valvoline Instant Oil Change,"Waukesha, WI"
938,48.65744068,-123.6397795,Shawnigan Lake School,null
939,38.35904,-85.6099978,Jo Seay's House,"Prospect, KY"
940,40.72823334,-96.66509247,Cost Cutters,"Lincoln, NE"
941,42.00091817,-88.12481957,Ihop,"Schaumburg, IL"
942,34.254577,-84.48208275,Shane's Rib Shack,"Canton, GA"
943,40.20267379,28.98298502,Nil\\u00fcfer Belediyesi Olimpik Y\\u00fczme Havuzu,Bursa
944,44.33508287,-103.8411086,Terry Peak,"Lead, SD"
945,39.53275802,-79.35792585,Wisp Vacation House,"Mchenry, MD"
946,38.42170917,-122.8546293,Pelligrini Family Vineyards,"Sebastopol, CA"
947,30.22382618,-97.80207233,Englewood Estates,"Austin, TX"
948,35.4438077,-80.8789715,Wolf Camera,"Huntersville, NC"
949,36.54538117,-119.3863158,Del Bosque Upholstery,"Dinuba, CA"
950,35.44279882,-80.88559418,Learning Express,"Huntersville, NC"
951,42.46409385,-83.83475972,Powers Flowers,"Brighton, MI"
952,42.53874207,-82.95601654,St John Lutheran Church,"Fraser, MI"
953,-34.39376816,150.900296,Home,"Wollongong, New South Wales"
954,34.72583025,-77.45200562,La Mirage,"Jacksonville, NC"
955,-37.85583008,145.0040997,Junior's,"Melbourne, Victoria"
956,-36.84650202,174.7334719,Gables Pub,Auckland
957,51.36381555,1.031546267,Waterfront,Swalecliffe
958,51.3627731,1.030276217,Whitstable Health Centre,null
959,49.46630047,8.9835749,Eberbach,Eberbach
960,60.18572359,24.96085167,Hattuateljee Miia Lindquist,Helsinki
961,29.64251048,-81.67635408,Popeyes,"Palatka, FL"
962,29.65774348,-81.66978485,Sleep Inn & Suites,"Palatka, FL"
963,48.14318159,9.450109005,Familie Sautter,Altheim
964,56.06763678,12.95055299,Sv\\u00e4rfar,Bjuv
965,47.42203377,9.3686305,Mobility Car Sharing,St. Gallen
966,41.91751918,-91.7840445,Riley's,"Cedar Rapids, IA"
967,59.27305004,18.06826383,Mikaelas ,Stockholm
968,33.97172122,-118.0372462,Up Scale Collectibles,"Whittier, CA"
969,41.84920643,-87.95133099,Barnes & Noble,"Oak Brook, IL"
970,17.3525201,78.49926847,Raheem Plaza Function Hall,"Hyderabad, Andhra Pradesh"
971,31.71189617,-110.0658091,Tombstone Reptile Exhibit,"Tombstone, AZ"
972,39.69238847,-89.76114967,Leisure Lakes,"Chatham, IL"
973,37.67152535,126.7585098,Olleh,Goyang-Si
974,41.74055135,-74.07255882,Lefevre Dorms,"New Paltz, NY"
975,38.89781327,-77.00639248,Union Station Metro Station,Washington
976,41.40487825,-72.89739257,Midas,"Hamden, CT"
977,41.40487825,-72.89739257,Getty,"Hamden, CT"
978,-25.80563831,28.23516654,POPCRU HQ,Pretoria
979,47.4094629,9.360577317,Solit\\u00fcde,St. Gallen
980,51.133965,0.897771667,Boys Hall Garden,null
981,51.17931833,0.780056667,The Swan Inn,Little Chart
982,51.17055833,0.743655,The Blacksmiths Arms,Pluckley
983,42.24112965,-83.60526279,Enterprise,"Ypsilanti, MI"
984,53.64809873,9.9274212,IKEA Schnellsen,Hamburg
985,40.8830428,-73.25351378,Andersen's Deli,"Kings Park, NY"
986,36.72893293,-119.734513,Ichi Ban,"Fresno, CA"
987,42.19379495,-88.2061042,Car-X Auto Service,"Fox River Grove, IL"
988,41.36240398,-72.91688686,Pacific Buffet,"Hamden, CT"
989,42.5880488,-83.0499608,Superb Products,"Sterling-Heights, MI"
990,50.80365585,3.753273667,Sporthal Derijdt,Brakel
991,38.04013358,-85.34074763,McDonald's,"Taylorsville, KY"
992,41.39242503,-72.91819096,Elite Fitness,"Hamden, CT"
993,40.5176649,-87.37789905,Farmer's Table,"Boswell, IN"
994,37.98788488,-122.5898266,Seeds Of Peace,"Fairfax, CA"
995,48.39211875,-122.4922489,Pioneer Market,"La Conner, WA"
996,22.56609255,88.34698647,Eden Gardens,"Kolkata, West Bengal"
997,47.47497338,9.483842783,IFSA - Institut f\\u00fcr Soziale Arbeit,Rorschach
998,53.18666392,8.484953633,Neukauf Berne,Berne
999,49.48659734,9.821434021,Techkon Gummitechnik GmbH,Igersheim
1000,35.53694428,-80.84368887,Gamble Plumbing,"Mooresville, NC"
1001,49.48560235,9.817431167,Camping & Reitsport Homp ,Igersheim
1002,48.56019885,7.69262225,La Diligence,Lingolsheim
1003,50.82130343,5.187983567,KSTVV Jeugd,Saint-Trond
1004,50.89710423,4.612045333,Lucas Creativ,Herent
1005,39.09584636,-84.63945508,College of Mount St. Joseph - Conlan Center,"Cincinnati, OH"
1006,40.842453,-73.29280218,Aboffs Commack,NY
1007,41.36257481,-72.91692686,Little Richards,"Hamden, CT"
1008,47.4253676,9.371606683,FHS St.Gallen - Rektorat,St. Gallen
1009,45.56888718,-73.44886873,R\\u00eaves De Beaut\\u00e9 Unique,De la Broquerie
1010,42.646818,-84.5226801,Little Caesars,"Holt, MI"
1011,37.96839265,-87.49506623,Cork'N Cleaver,"Evansville, IN"
1012,42.23626742,-71.41393333,Green Hills,"Sherborn, MA"
1013,47.42184665,9.374095633,Mobility Car Sharing,St. Gallen
1014,38.293149,-85.5589203,River City Sports Arena,"Louisville, KY"
1015,51.05006333,0.50955,House Of The Baptist Church,Hawkhurst
1016,53.0330718,8.623993617,Inkoop,Delmenhorst
1017,40.41079621,-74.03891981,Mikes,"Atlantic Highlands, NJ"
1018,53.39359325,-1.44912451,Work,Norton
1019,42.12403103,-72.49731139,Worldsex,"Springfield, MA"
1020,42.09793184,-88.52995634,Rose Garden Restaurant,"Hampshire, IL"
1021,46.81317512,-71.22805432,Blank,Quebec
1022,39.01115548,-94.57446832,BP,"Kansas City, MO"
1023,53.58424175,9.979485869,Tresor,Hamburg
1024,42.02739443,-91.61803685,The UPS Store,"Marion, IA"
1025,42.36674886,-83.45200896,Michigan Theological Seminary,"Plymouth, MI"
1026,38.0987153,-96.75949734,Chick-fil-A @ WSU,"Cedar, KS"
1027,38.0987153,-96.75949734,Taco Bell Express,"Cedar, KS"
1028,38.0987153,-96.75949734,Ablah Library ,"Cedar, KS"
1029,34.01674065,-118.1404095,Lolita's Tamales,"East Los Angeles, CA"
1030,42.07026133,-73.943648,Lynch's Marina,"Saugerties, NY"
1031,35.05561513,-78.972169,Cross Creek Mall,"Fayetteville, NC"
1032,40.01533947,-105.2602565,Rocky Mountain Kids,"Boulder, CO"
1033,58.36186027,11.94411527,Studio Malvav\\u00e4gen,Uddevalla
1034,57.37422487,-2.509256283,Rayne North School,null
1035,-34.39549033,150.896507,Fairy Meadow Train Station,"Wollongong, New South Wales"
1036,25.66504842,-100.3029051,Multimedios,"Monterrey, Nuevo Leon"
1037,57.44900548,-2.7849326,The Gordon Schools,Huntly
1038,41.25185707,-73.04175991,YMCA Milford-Orange,"Milford, CT"
1039,40.71822447,-73.95758897,Walels & Dinges,"New York, NY"
1040,34.2416224,-119.0222773,Toshi's Hair Salon,"Camarillo, CA"
1041,40.63876125,-112.0085083,Taco Time,"Kearns, UT"
1042,53.19176833,7.98106425,Edeka Aktiv Markt,Bad Zwischenahn
1043,53.82351272,-1.579729317,Cartridge World,null
1044,52.11309704,11.59879988,Teampoint Magdeburg,Magdeburg
1045,47.12855545,7.55396475,Landi,Utzenstorf
1046,18.18746286,-65.95881134,Good Luck Star,San Lorenzo
1047,33.66773593,-83.98187106,Lexicon Technologies,"Conyers, GA"
1048,42.28120829,-71.2366549,ButterflyPublisher,MA
1049,42.28084505,-71.23606902,Crosby Jewelers,MA
1050,-34.60460015,-58.37957545,qFalafel,Buenos Aires
1051,47.49893473,8.41418555,Spar,Oberweningen
1052,43.61639629,-116.2161308,Orthopedic Surgery Center Of Idaho,"Boise, ID"
1053,41.36257481,-72.91692686,Blues Pizza,"Hamden, CT"
1054,41.37198626,-72.92216092,Dole's Class,"Hamden, CT"
1055,41.3674691,-72.91965008,CVS,"Hamden, CT"
1056,48.65202712,-123.610587,Shawnigan Alliance Church,null
1057,36.72967125,-119.735405,Izi Sandwich Shop,"Fresno, CA"
1058,38.01136397,-121.3221997,Starbucks,"Stockton, CA"
1059,42.51951359,-83.02874833,Comerica Building,"Warren, MI"
1060,48.54779397,9.185771333,Gemeindehaus,Reutlingen
1061,30.11778993,-81.73453908,YMCA,"Orange Park, FL"
1062,43.24713304,-73.8333714,Rocco's Pizzeria,"Corinth, NY"
1063,25.63582157,-100.2830818,Chili's,"Monterrey, Nuevo Leon"
1064,-22.95986735,-43.20217216,Espa\\u00e7o Cultural Sergio Porto,"Rio de Janeiro, Rio de Janeiro"
1065,42.9244879,-72.2896908,Sunoco,"Keene, NH"
1066,42.92831507,-72.27913422,Keene State Dormitories,"Keene, NH"
1067,41.36270838,-72.87360209,Joyce Leslie,"Hamden, CT"
1068,41.36270838,-72.87360209,Coldstone,"Hamden, CT"
1069,30.360716,-88.699412,Home,"Ocean Springs, MS"
1070,30.2681962,-97.74493557,Headliner's Club,"Austin, TX"
1071,41.36440908,-93.56850755,Sigma Alpha Epsilon Simpson College ,"Indianola, IA"
1072,37.96929026,-122.5674865,Labyrinth - Spiral In The Grass,"San Anselmo, CA"
1073,25.44697445,-100.956466,TXM,"Saltillo, Coahuila de Zaragoza"
1074,50.60260391,6.28646188,Berufskolleg Simmerath,Simmerath
1075,48.66080977,7.823084733,Le Relais de la Poste,null
1076,47.41272512,9.363990783,Schnittstell,St. Gallen
1077,30.48377488,-91.08888848,Mt. Olive Cemetary,"Baton Rouge, LA"
1078,38.85029852,-94.37501062,LaMar's donuts,"Lees Summit, MO"
1079,53.53616299,-2.57745266,Summat To Ate,null
1080,56.41891312,10.8736146,Vinoteket,Grenaa
1081,51.90038235,-2.077317238,Bluelinemedia,null
1082,-34.08326512,18.82668618,"Simply Asia, Somerset Mall",Cape Town
1083,40.40597224,-74.01285809,CVS,"Atlantic Highlands, NJ"
1084,32.42265457,-99.78309,Abilene Insurance Exams,"Abilene, TX"
1085,37.9841452,-122.5662553,Elders Garden,"San Anselmo, CA"
1086,37.99002418,-122.5585198,Sorich Ranch,"San Anselmo, CA"
1087,40.87371135,-72.98185227,Bensons Gun Shop,NY
1088,40.86940165,-72.99594918,Aqua Hut,NY
1089,40.86920646,-72.99615126,Ming Kong,NY
1090,41.96190649,-91.70984333,Walgreens,"Cedar Rapids, IA"
1091,42.44587634,-75.06443095,Discount Liquor And Wine,"Oneonta, NY"
1092,33.79046092,-117.7627158,Wells Fargo Bank,"Orange, CA"
1093,29.26399278,-81.0765494,Bank Of America,"Ormond Beach, FL"
1094,42.98208377,-78.88476393,The Flying Turtles Bar & Grill,"Buffalo, NY"
1095,48.77246094,-122.4723053,BSC,"Bellingham, WA"
1096,32.90374402,-117.2285068,Chempetitive Group,"San Diego, CA"
1097,25.46284192,-100.9792525,MM Cinemas Galerias,"Saltillo, Coahuila de Zaragoza"
1098,33.29850415,-112.0602137,Pink Cacti Creative Services,"Phoenix, AZ"
1099,40.71949768,-111.9231491,Landmark Education,"Salt Lake City, UT"
1100,-38.14794578,144.3627422,Borders,"Geelong, Victoria"
1101,-38.1514325,144.3082169,Buckley Falls,"Geelong, Victoria"
1102,41.98090648,-91.66285232,Downtown Live,"Cedar Rapids, IA"
1103,37.99884796,23.76839446,\\u039c\\u03b1\\u03b9\\u03b5\\u03c5\\u03c4\\u03ae\\u03c1\\u03b9\\u03bf \\u039b\\u03b7\\u03c4\\u03c9\\u00b4,"Athens, Attiki"
1104,53.95131753,10.20881822,Post,Wahlstedt
1105,47.13048015,7.554447983,Bistrobar Theatro,Utzenstorf
1106,47.12984315,7.557443817,B\\u00e4ckerei Flury,Utzenstorf
1107,47.12915003,7.55749615,Blueme-Lade,Utzenstorf
1108,47.12821117,7.55419305,K\\u00e4serei Utzenstorf,Utzenstorf
1109,40.54396426,22.01161777,Seli,"Veroia, Kentriki Makedonia"
1110,30.27648005,-81.55845028,Briarcliff,"Jacksonville, FL"
1111,43.65784281,-70.25424079,Corduroy,"Portland, ME"
1112,39.12374591,-84.60198432,Hobby Lobby,"Cincinnati, OH"
1113,33.99641357,-117.0513736,Calimesa Adventist Church,CA
1114,9.0496384,-79.63380367,Radisson,Panama City
1115,38.01280422,-122.6627344,Roy's Pools,"Fairfax, CA"
1116,38.84357337,-90.0329084,Bing Field,"Edwardsville, IL"
1117,64.81745188,-147.8664895,Fairbanks Int'l Gym,"Fairbanks, AK"
1118,41.15381408,-104.7546548,Dry Creek Disc Golf Hole #1,"Cheyenne, WY"
1119,59.30532785,18.263014,Casa Alberts,Stockholm
1120,41.15433917,-104.7561273,Dry Creek Disc Golf Hole #4,"Cheyenne, WY"
1121,41.15330919,-104.7531152,Dry Creek Disc Golf Hole #6,"Cheyenne, WY"
1122,34.23929482,-117.5945271,Mt Baldy Saddle 7000 Ft,"Rancho Cucamonga, CA"
1123,41.15288912,-104.7519565,Dry Creek Disc Golf Hole #17,"Cheyenne, WY"
1124,42.02749146,-91.62288666,Tobacco Outlet,"Cedar Rapids, IA"
1125,49.89360192,10.8859953,M-Lounge,Bamberg
1126,53.58434206,9.979735315,V\\u00fcmpf,Hamburg
1127,32.88605167,-97.17666487,Home,"Hurst, TX"
1128,40.75002047,-96.63683653,Wilderness Perk,"Lincoln, NE"
1129,33.93941692,-117.9600441,Jack In The Box,"La Habra, CA"
1130,33.93896297,-117.9606879,Taco Bell,"La Habra, CA"
1131,34.7452877,-77.3786907,8Ball,"Jacksonville, NC"
1132,32.41489692,-93.73611667,Tinys ,"Shreveport, LA"
1133,-37.83572583,144.9812141,77 Park St,"Melbourne, Victoria"
1134,9.0094155,-79.5366429,Niko's\\u00a0Cafe,Panama City
1135,64.84467089,-147.6618441,Moose Lodge,"Fairbanks, AK"
1136,59.3674536,13.14302748,Burger King,Grums
1137,17.42542499,78.41056925,MOVENPICK,"Hyderabad, Andhra Pradesh"
1138,52.65800774,10.08690077,Fitness Future,Celle
1139,53.47629383,9.69991225,Amad ,Buxtehude
1140,51.94664267,8.818145033,Waldhof Postteich,Detmold
1141,41.97309035,-87.70774,Baladna ,"Chicago, IL"
1142,35.68833238,-106.0093274,Aldea Plaza,"Santa Fe, NM"
1143,41.97757053,-87.71904295,Jewel Osco,"Chicago, IL"
1144,40.0720103,-83.13721373,Best Buy,"Dublin, OH"
1145,43.08951747,-77.64420833,Summit Federal Credit Union,"Rochester, NY"
1146,-27.45437533,153.0459494,Westera Partners,"Brisbane, Queensland"
1147,43.11775205,-77.65793432,Mobil,"Rochester, NY"
1148,-34.54641848,-58.44566567,Club Hipico,Buenos Aires
1149,39.12502396,-84.6027587,Thai Taste,"Cincinnati, OH"
1150,41.35138299,-72.92048391,Nanas,"Hamden, CT"
1151,-32.59201707,-69.34807968,Parillada El Rancho,Mendoza
1152,30.21062452,-91.99259192,Lousiana Technical College,"Lafayette, LA"
1153,-32.59400916,-69.35293072,Los Condores,Las Heras
1154,42.73225952,-73.19556985,The Feds,"Williamstown, MA"
1155,49.37610724,10.19368172,Fischers Backhafen,Rothenburg ob der Tauber
1156,43.301165,-73.66548657,Dunkin' Donuts,"West Glens Falls, NY"
1157,52.13466828,11.63841242,Punkt Apotheke Magdeburg,Magdeburg
1158,51.36327892,1.030558667,Harbour Garage,Swalecliffe
1159,50.17934773,8.9182972,REWE,Bruchk\\u00f6bel
1160,54.32821655,10.12973785,enteraktiv,Kiel
1161,8.98139675,-79.52131995,Oficina DeCameron,Panama City
1162,40.648055,22.951579,Home Salonica,"Thessaloniki, Kentriki Makedonia"
1163,43.30913645,-73.64294529,Burger King,"Glens Falls, NY"
1164,27.48891858,-82.70724807,Starfish Beach,FL
1165,46.81250437,-71.21395993,La pointe des Am\\u00e9riques,St-Jean
1166,8.711042667,-79.8751673,Cerro Campana,null
1167,52.64112992,-2.758791447,Grove Farm House,Condover
1168,48.33005048,9.966377883,Unterweiler Rathaus,Ulm
1169,42.11024379,-72.62226819,Rein's Deli,"West Springfield, MA"
1170,-36.85558944,174.7393674,Tully & Gardener,Auckland
1171,-36.85369864,174.7583628,Soung Yueen Asian Supermarket,Auckland
1172,-36.85326081,174.7578585,Smart Cars,Auckland
1173,-36.85060802,174.7628313,Glengarry,Auckland
1174,36.1381985,-85.50252997,BP,"Cookeville, TN"
1175,41.31520752,-96.02700357,PetSmart,"Omaha, NE"
1176,59.3404774,18.04466789,Eriks st\\u00e4lle,Stockholm
1177,52.64131307,-2.758727067,Grove Farm Garden,Condover
1178,52.64131307,-2.758727067,Grove Farm,Condover
