id,created_at,lng,lat,photos_count,checkins_count,users_count,radius_meters,highlights_count,items_count,max_items_count,spot_categories
190,2009-02-25T23:13:08Z,-97.73918152,30.26523889,30,1377,973,150,0,10,10,"[{'url': '/categories/38', 'name': 'City Park'}]"
191,2009-02-26T00:58:25Z,-97.73944438,30.26725434,149,3262,2371,75,13,11,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
192,2009-02-26T01:12:55Z,-97.74451911,30.26713388,0,159,85,75,0,10,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]"
193,2009-02-26T01:17:49Z,-97.74481416,30.26633234,66,1795,1325,125,3,10,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]"
194,2009-02-26T04:00:23Z,-97.73933172,30.28618824,58,1962,739,100,8,11,10,"[{'url': '/categories/146', 'name': 'Tower'}]"
195,2009-02-26T05:38:44Z,-97.73973405,30.26730762,34,1257,915,50,7,10,10,"[{'url': '/categories/155', 'name': 'Pizza'}]"
196,2009-02-26T16:38:12Z,-97.73909569,30.26219943,99,1886,1486,60,10,10,10,"[{'url': '/categories/17', 'name': 'BBQ'}]"
197,2009-02-26T16:48:59Z,-97.73973942,30.25801062,56,843,703,100,2,10,10,"[{'url': '/categories/59', 'name': 'Other - Art & Culture'}]"
198,2009-02-26T17:05:02Z,-97.74568319,30.2649331,8,336,253,50,0,10,10,"[{'url': '/categories/920', 'name': 'Design Within Reach'}]"
199,2009-02-26T17:15:28Z,-97.75132656,30.26269984,18,273,199,150,0,10,10,"[{'url': '/categories/55', 'name': 'Other - Parks '}]"
200,2009-02-26T17:33:32Z,-97.35678433,32.72105097,15,295,286,100,0,10,10,"[{'url': '/categories/349', 'name': 'Aviary'}]"
201,2009-02-26T19:04:17Z,-97.7295041,30.26198028,76,1609,1061,75,2,10,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]"
202,2009-02-26T19:42:26Z,-97.76572465,30.26346087,17,383,318,50,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
203,2009-02-26T19:58:32Z,-97.77093887,30.26766669,220,2829,1681,750,32,14,10,"[{'url': '/categories/38', 'name': 'City Park'}]"
204,2009-02-26T20:06:18Z,-97.77065992,30.26377477,291,2626,1401,75,47,11,10,"[{'url': '/categories/39', 'name': 'Regional / State Park'}]"
205,2009-02-26T20:21:04Z,-97.77651787,30.26705511,11,172,99,350,0,12,10,"[{'url': '/categories/393', 'name': 'Disc Golf Course'}]"
206,2009-02-26T20:29:31Z,-97.77117491,30.26903809,82,300,258,100,3,10,10,"[{'url': '/categories/214', 'name': 'Garden'}]"
207,2009-02-26T20:48:37Z,-97.76158332,30.26238798,68,1809,958,75,7,15,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
208,2009-02-26T23:14:55Z,-97.76336432,30.26382111,69,1323,904,75,6,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
209,2009-02-27T02:23:59Z,-94.60515975,39.0571153,0,202,41,75,0,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]"
210,2009-02-28T06:44:19Z,-94.59162802,38.99490831,0,60,10,50,0,6,10,"[{'url': '/categories/21', 'name': 'Home'}]"
211,2009-02-28T14:02:54Z,-94.58511829,39.08535411,15,274,217,150,1,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]"
212,2009-02-28T14:44:50Z,-94.3783307,38.91245842,3,16,12,75,0,3,10,"[{'url': '/categories/95', 'name': 'Train Station'}]"
213,2009-02-28T21:01:58Z,-90.37190437,38.60718012,3,46,40,75,0,4,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
214,2009-02-28T22:18:30Z,-90.34763573,38.62764,0,18,15,75,0,3,10,"[{'url': '/categories/36', 'name': 'Technology'}]"
215,2009-03-01T04:19:50Z,-94.6669793,38.95721912,5,49,35,75,0,6,10,"[{'url': '/categories/86', 'name': 'Seafood'}]"
216,2009-03-01T17:04:01Z,-94.60850715,38.98532867,7,136,49,75,2,6,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
217,2009-03-01T18:10:45Z,-94.58393812,38.93782138,0,12,8,35,0,7,10,"[{'url': '/categories/21', 'name': 'Home'}]"
218,2009-03-01T18:20:45Z,-90.27517318,38.61497997,0,21,19,75,0,2,10,"[{'url': '/categories/19', 'name': 'Italian'}]"
219,2009-03-01T21:17:38Z,-91.43114088,38.7066686,0,19,16,75,0,3,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]"
220,2009-03-02T23:28:10Z,-96.78795755,32.82168212,2,295,170,50,1,10,10,"[{'url': '/categories/920', 'name': 'Design Within Reach'}]"
221,2009-03-02T23:54:09Z,-97.74517894,30.26168976,90,1776,1135,150,15,10,10,"[{'url': '/categories/128', 'name': 'Bridge'}]"
222,2009-03-03T16:10:36Z,-94.61181507,39.05589409,0,28,15,100,0,10,10,"[{'url': '/categories/73', 'name': 'History Museum'}]"
223,2009-03-03T20:11:07Z,-94.58801507,39.08843278,0,33,17,75,0,5,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
224,2009-03-03T21:45:54Z,-97.1279168,32.94217228,1,104,58,75,0,10,10,"[{'url': '/categories/116', 'name': 'Pavilion'}]"
225,2009-03-04T04:16:11Z,-94.73791837,39.01833057,15,124,5,35,0,8,10,"[{'url': '/categories/21', 'name': 'Home'}]"
226,2009-03-04T17:56:44Z,-98.12732935,30.34214488,26,149,135,500,8,10,10,"[{'url': '/categories/39', 'name': 'Regional / State Park'}]"
227,2009-03-04T18:22:02Z,-97.08978652,32.92283892,6,252,128,75,0,10,10,"[{'url': '/categories/67', 'name': 'Wings'}]"
228,2009-03-05T19:06:29Z,-97.10944175,32.93973683,1,119,69,75,0,9,10,"[{'url': '/categories/16', 'name': 'American'}]"
229,2009-03-07T03:02:18Z,-97.33137845,32.75580167,25,434,214,75,0,10,10,"[{'url': '/categories/24', 'name': 'Pub'}]"
230,2009-03-07T21:37:01Z,-94.59155023,39.05323063,18,383,186,50,2,10,10,"[{'url': '/categories/167', 'name': 'Brewery / Microbrewery'}]"
231,2009-03-10T19:41:42Z,-97.13032007,32.94360995,0,131,71,50,0,10,10,"[{'url': '/categories/920', 'name': 'Design Within Reach'}]"
232,2009-03-10T23:34:39Z,-97.30816125,32.96104755,32,347,227,75,1,10,10,"[{'url': '/categories/416', 'name': 'Camping & Outdoors'}]"
233,2009-03-12T02:15:50Z,-97.74594068,30.26680827,16,834,728,75,0,10,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]"
234,2009-03-12T04:09:45Z,-97.74568588,30.26689064,0,4,4,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
235,2009-03-13T00:16:25Z,-1.80568455,52.50081897,0,7,4,75,0,1,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]"
236,2009-03-13T07:14:13Z,-97.7367568,30.26784275,24,900,771,75,1,10,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]"
237,2009-03-13T15:53:02Z,-97.160055,32.98154682,6,559,61,200,0,11,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
238,2009-03-13T16:38:11Z,-71.07825994,42.34937055,24,263,202,100,0,10,10,"[{'url': '/categories/102', 'name': 'Library'}]"
239,2009-03-13T16:47:57Z,-77.00349568,38.897202,2,104,63,75,0,7,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
240,2009-03-13T17:33:34Z,-77.00626373,38.89774647,140,3426,1475,150,8,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]"
241,2009-03-13T17:44:03Z,-97.13225125,31.52517198,22,269,181,75,0,10,10,"[{'url': '/categories/17', 'name': 'BBQ'}]"
242,2009-03-13T17:48:32Z,-77.00478315,38.8966012,0,84,39,75,0,7,10,"[{'url': '/categories/126', 'name': 'Courthouse'}]"
243,2009-03-13T18:01:27Z,-97.03598142,32.90464105,32,1622,993,250,1,10,10,"[{'url': '/categories/224', 'name': 'Terminal'}]"
244,2009-03-13T18:52:21Z,-0.104734883,51.53549193,8,173,120,100,0,7,10,"[{'url': '/categories/59', 'name': 'Other - Art & Culture'}]"
245,2009-03-13T18:55:38Z,-97.7456148,30.2686964,167,3505,2426,75,6,11,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]"
246,2009-03-13T18:57:34Z,-97.7282381,30.26460885,16,564,312,75,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
247,2009-03-13T19:17:23Z,-97.73647517,30.26737943,62,2060,1019,50,5,10,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]"
248,2009-03-13T21:37:24Z,-97.73813008,30.26676535,12,723,661,75,0,10,10,"[{'url': '/categories/97', 'name': 'Saloon'}]"
249,2009-03-13T21:42:03Z,-122.3329139,47.59110046,208,1556,898,250,2,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
250,2009-03-13T21:48:19Z,-122.3330212,47.5924301,1,86,74,75,1,8,10,"[{'url': '/categories/32', 'name': 'Live Music'}]"
251,2009-03-13T21:54:37Z,-122.3316693,47.59510889,138,1569,753,250,2,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
252,2009-03-13T22:04:48Z,-80.33713817,25.6491816,0,6,5,75,0,1,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
253,2009-03-13T22:08:31Z,-122.3348612,47.59201215,13,330,232,50,1,10,10,"[{'url': '/categories/167', 'name': 'Brewery / Microbrewery'}]"
254,2009-03-13T22:24:47Z,-122.335242,47.58076685,12,311,97,75,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
255,2009-03-13T22:25:37Z,-80.25493383,25.75165272,0,326,10,75,0,5,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]"
256,2009-03-13T22:30:04Z,-97.73605406,30.27008516,282,3994,2233,75,33,10,10,"[{'url': '/categories/32', 'name': 'Live Music'}]"
257,2009-03-13T22:55:06Z,-97.04348086,32.95742635,20,309,231,75,0,10,10,"[{'url': '/categories/416', 'name': 'Camping & Outdoors'}]"
258,2009-03-13T22:57:20Z,-97.737498,30.266569,0,240,205,75,1,10,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]"
259,2009-03-13T23:10:09Z,-97.07302808,32.9553151,0,26,24,150,0,3,10,"[{'url': '/categories/39', 'name': 'Regional / State Park'}]"
260,2009-03-13T23:15:31Z,-97.0683503,32.9600358,0,23,21,100,0,1,10,"[{'url': '/categories/55', 'name': 'Other - Parks '}]"
261,2009-03-13T23:40:04Z,-113.6273217,53.6531496,0,14,5,75,0,2,10,"[{'url': '/categories/118', 'name': 'Health & Fitness'}]"
262,2009-03-14T00:31:22Z,-96.78742647,32.82221858,35,762,469,100,1,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
263,2009-03-14T00:46:32Z,-122.1689343,37.42958307,5,134,96,50,0,10,10,"[{'url': '/categories/55', 'name': 'Other - Parks '}]"
264,2009-03-14T00:48:42Z,-90.66840648,35.8224678,0,28,18,50,0,2,10,"[{'url': '/categories/16', 'name': 'American'}]"
265,2009-03-14T00:54:45Z,-97.74618311,30.26503646,121,2118,1130,75,18,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
266,2009-03-14T02:17:14Z,-97.73674607,30.2665918,138,2172,1453,50,23,10,10,"[{'url': '/categories/32', 'name': 'Live Music'}]"
267,2009-03-14T02:45:28Z,-97.74540423,30.26676535,73,1604,1073,50,6,10,10,"[{'url': '/categories/24', 'name': 'Pub'}]"
268,2009-03-14T02:49:54Z,-96.79092407,32.8228247,5,98,76,75,0,7,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
269,2009-03-14T03:01:41Z,-97.74262279,30.26407362,94,1681,1233,75,1,10,10,"[{'url': '/categories/241', 'name': 'Bar'}]"
270,2009-03-14T04:02:11Z,-80.27879475,25.74123502,6,83,44,75,1,5,10,"[{'url': '/categories/43', 'name': 'Antique Hotel'}]"
271,2009-03-14T04:07:27Z,-80.27343033,25.7461059,3,20,12,100,0,1,10,"[{'url': '/categories/386', 'name': 'Pool / Waterpark'}]"
272,2009-03-14T04:08:08Z,-96.78678273,32.8216338,1,95,77,50,0,8,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]"
273,2009-03-14T04:14:51Z,-80.26029825,25.74936747,1,56,39,75,0,3,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]"
274,2009-03-14T04:52:37Z,-97.05993891,32.94198799,34,400,267,150,1,10,10,"[{'url': '/categories/48', 'name': 'Resort'}]"
275,2009-03-14T04:52:47Z,-97.12087868,32.93959737,5,472,121,100,0,10,10,"[{'url': '/categories/68', 'name': 'Contemporary Church'}]"
276,2009-03-14T05:01:30Z,-97.25395917,32.9330635,3,84,52,75,2,4,10,"[{'url': '/categories/17', 'name': 'BBQ'}]"
277,2009-03-14T05:27:11Z,-96.85227155,32.97144055,0,24,8,50,0,3,10,"[{'url': '/categories/20', 'name': 'Apartment'}]"
278,2009-03-14T06:37:29Z,-97.23228692,33.08487653,0,32,19,100,0,1,10,"[{'url': '/categories/55', 'name': 'Other - Parks '}]"
279,2009-03-14T06:56:25Z,-97.15778589,33.20826194,0,104,71,250,0,3,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
280,2009-03-14T06:59:14Z,-97.15422392,33.20860305,12,165,133,150,0,7,10,"[{'url': '/categories/662', 'name': 'Arena'}]"
281,2009-03-14T07:41:25Z,-96.83519125,33.15431356,60,580,323,250,5,11,10,"[{'url': '/categories/390', 'name': 'Soccer Stadium'}]"
282,2009-03-14T07:53:24Z,-96.82002068,33.09812097,70,491,354,250,0,13,10,"[{'url': '/categories/929', 'name': 'Baseball Stadium'}]"
283,2009-03-14T07:56:42Z,-96.82070732,33.09427404,88,1762,1071,100,0,10,10,"[{'url': '/categories/434', 'name': 'IKEA'}]"
284,2009-03-14T08:04:22Z,-96.8217051,33.07669111,9,238,160,75,0,10,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]"
285,2009-03-14T08:11:56Z,-96.82798147,33.04939627,41,994,477,100,0,10,10,"[{'url': '/categories/463', 'name': 'Cinemark Theatre'}]"
286,2009-03-14T08:30:12Z,-96.95923805,32.90967463,0,129,58,75,1,7,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
287,2009-03-14T08:43:13Z,-96.91095829,32.83975306,1,121,88,300,0,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
288,2009-03-14T09:16:51Z,-97.09291935,32.74790432,312,2533,1566,350,10,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
289,2009-03-14T09:19:55Z,-97.08300591,32.75156782,592,4064,2091,250,23,13,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
290,2009-03-14T09:25:19Z,-97.07262039,32.75559208,56,810,546,250,7,10,10,"[{'url': '/categories/75', 'name': 'Theme Park'}]"
291,2009-03-14T13:01:59Z,-96.72386883,32.8513956,3,51,33,150,0,5,10,"[{'url': '/categories/38', 'name': 'City Park'}]"
292,2009-03-14T13:18:36Z,-97.75113343,30.26917933,5,169,126,50,0,10,10,"[{'url': '/categories/359', 'name': 'Other - Zoo'}]"
293,2009-03-14T14:12:17Z,-76.99954747,38.89364003,3,47,27,50,0,5,10,"[{'url': '/categories/38', 'name': 'City Park'}]"
294,2009-03-14T15:23:43Z,-97.08980798,32.92331098,0,69,40,75,0,6,10,"[{'url': '/categories/124', 'name': 'Diner'}]"
295,2009-03-14T17:05:34Z,-96.71199471,32.8458172,2,180,55,50,0,6,10,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]"
296,2009-03-14T17:29:32Z,-97.25473165,32.92449117,0,48,36,50,0,3,10,"[{'url': '/categories/192', 'name': ""Doctor's Office""}]"
297,2009-03-14T17:45:07Z,-97.74729252,30.26783823,38,642,430,150,0,10,10,"[{'url': '/categories/38', 'name': 'City Park'}]"
298,2009-03-14T17:49:27Z,-97.74932027,30.26803734,124,2657,1268,75,5,10,10,"[{'url': '/categories/392', 'name': 'Bike Shop'}]"
299,2009-03-14T19:38:48Z,-93.33061695,37.13861703,6,61,20,75,0,1,10,"[{'url': '/categories/456', 'name': 'Sonic'}]"
300,2009-03-14T20:29:46Z,-97.15074777,32.94217228,0,69,36,75,0,5,10,"[{'url': '/categories/201', 'name': 'Drugstore & Pharmacy'}]"
301,2009-03-14T21:31:18Z,-96.80811167,32.77266159,1,125,90,300,0,13,10,"[{'url': '/categories/79', 'name': 'Stadium'}]"
302,2009-03-14T21:47:02Z,-96.80153489,32.77619452,12,130,95,50,0,10,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]"
303,2009-03-14T22:17:36Z,-96.80860518,32.77890085,21,393,265,100,3,10,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]"
304,2009-03-14T23:08:18Z,-97.74038315,30.26897323,29,1645,622,100,2,11,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]"
305,2009-03-14T23:12:26Z,-122.2922516,37.83493739,5,415,208,300,0,10,10,"[{'url': '/categories/11', 'name': 'Mall'}]"
306,2009-03-14T23:30:23Z,-96.93936825,32.87026111,7,152,71,50,2,10,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]"
307,2009-03-14T23:41:39Z,-97.73797989,30.26388597,98,1744,1384,75,4,10,10,"[{'url': '/categories/16', 'name': 'American'}]"
308,2009-03-14T23:57:41Z,-97.07845687,32.93859958,6,148,96,75,0,11,10,"[{'url': '/categories/59', 'name': 'Other - Art & Culture'}]"
309,2009-03-15T00:17:30Z,-97.11720943,32.94150178,17,310,138,50,1,10,10,"[{'url': '/categories/154', 'name': 'Burgers'}]"
310,2009-03-15T00:45:09Z,-97.13025568,32.9426658,9,204,105,75,1,10,10,"[{'url': '/categories/80', 'name': 'Dessert'}]"
311,2009-03-15T00:57:36Z,-97.13122934,32.94165709,6,158,96,75,0,10,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]"
312,2009-03-15T01:55:10Z,-97.06646203,32.94060587,5,173,94,75,0,9,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]"
313,2009-03-15T02:04:28Z,-97.12924718,32.94247268,7,343,174,75,0,10,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]"
314,2009-03-15T02:19:26Z,-97.1326804,32.94030547,7,165,104,75,2,7,10,"[{'url': '/categories/27', 'name': 'Wine Bar'}]"
315,2009-03-15T02:27:41Z,-97.1816039,32.93960808,0,41,26,75,0,4,10,"[{'url': '/categories/61', 'name': 'Sports & Outdoors'}]"
316,2009-03-15T03:15:52Z,-96.94286583,33.0236256,0,4,4,50,0,0,10,"[{'url': '/categories/20', 'name': 'Apartment'}]"
317,2009-03-15T03:32:53Z,-96.76161288,32.81221388,0,16,12,75,0,2,10,"[{'url': '/categories/24', 'name': 'Pub'}]"
318,2009-03-15T03:33:06Z,-97.72765873,30.34697413,1,40,8,35,0,4,10,"[{'url': '/categories/21', 'name': 'Home'}]"
319,2009-03-15T03:50:47Z,-97.03748345,32.97361293,13,291,120,75,2,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]"
320,2009-03-15T03:56:43Z,-97.06358671,32.95434043,61,927,548,250,3,10,10,"[{'url': '/categories/48', 'name': 'Resort'}]"
321,2009-03-15T04:13:11Z,-97.0783925,32.93884633,1,72,50,75,1,6,10,"[{'url': '/categories/32', 'name': 'Live Music'}]"
322,2009-03-15T04:14:38Z,-97.07837103,32.9389429,4,80,57,75,0,3,10,"[{'url': '/categories/32', 'name': 'Live Music'}]"
323,2009-03-15T04:21:04Z,-97.07523822,32.92954443,3,107,42,100,0,8,10,"[{'url': '/categories/102', 'name': 'Library'}]"
324,2009-03-15T04:24:07Z,-97.07628965,32.93063878,6,107,40,75,0,3,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]"
325,2009-03-15T04:26:16Z,-97.07611798,32.92862177,3,78,58,50,0,7,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]"
326,2009-03-15T04:32:59Z,-97.076869,32.93964028,0,57,36,100,0,5,10,"[{'url': '/categories/68', 'name': 'Contemporary Church'}]"
327,2009-03-15T04:38:14Z,-97.04676388,32.99526928,0,43,23,50,0,4,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
328,2009-03-15T15:41:31Z,-97.25395917,32.93908238,0,70,26,75,0,6,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
329,2009-03-15T15:46:02Z,-97.25286483,32.93836355,1,72,40,75,0,3,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]"
330,2009-03-15T15:49:32Z,-97.25314378,32.93783783,0,34,22,75,0,2,10,"[{'url': '/categories/117', 'name': 'Salon & Barbershop'}]"
331,2009-03-15T16:11:43Z,-0.10505675,51.53419375,5,181,70,50,4,8,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
332,2009-03-15T16:32:55Z,-97.75795697,30.33686757,39,547,394,50,1,10,10,"[{'url': '/categories/16', 'name': 'American'}]"
333,2009-03-15T16:39:13Z,-96.75307273,32.81221388,23,171,140,75,0,11,10,"[{'url': '/categories/32', 'name': 'Live Music'}]"
334,2009-03-15T17:18:21Z,-97.09650277,32.95859813,0,107,21,50,0,5,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]"
335,2009-03-15T17:27:07Z,-97.66712666,30.20155733,678,25489,7788,3000,42,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]"
336,2009-03-15T18:00:21Z,-97.80690193,30.25762153,66,3415,1434,325,10,10,10,"[{'url': '/categories/11', 'name': 'Mall'}]"
337,2009-03-15T18:12:37Z,-97.815544,30.26358887,46,1203,773,50,11,10,10,"[{'url': '/categories/17', 'name': 'BBQ'}]"
338,2009-03-15T19:03:41Z,-114.0842843,46.91892742,5,90,53,1500,0,6,10,"[{'url': '/categories/45', 'name': 'Airport'}]"
339,2009-03-15T19:11:16Z,-96.71519993,32.84088133,4,47,38,75,1,4,10,"[{'url': '/categories/59', 'name': 'Other - Art & Culture'}]"
340,2009-03-15T20:03:49Z,-96.72882557,32.82074332,1,22,14,75,0,2,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]"
341,2009-03-15T20:04:23Z,-122.4225855,37.80592918,66,1175,1059,300,5,10,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]"
342,2009-03-15T20:15:06Z,-73.23022842,41.48033022,0,42,5,75,0,1,10,"[{'url': '/categories/16', 'name': 'American'}]"
343,2009-03-15T20:38:22Z,-97.75405169,30.27110442,6,343,222,50,0,10,10,"[{'url': '/categories/359', 'name': 'Other - Zoo'}]"
344,2009-03-15T20:53:07Z,-97.04474688,32.96651113,19,506,318,150,0,10,10,"[{'url': '/categories/462', 'name': 'AMC Theatre'}]"
345,2009-03-15T21:06:29Z,-122.4112558,37.8107672,62,523,484,75,2,10,10,"[{'url': '/categories/105', 'name': 'Scenic Lookout'}]"
346,2009-03-15T22:08:30Z,-97.71858215,30.28414607,33,1014,426,50,7,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
347,2009-03-15T22:19:48Z,-97.71920442,30.28442502,57,1226,579,50,6,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
348,2009-03-15T22:41:08Z,-97.30631588,32.91514635,2,132,50,75,1,8,10,"[{'url': '/categories/15', 'name': 'Mexican'}]"
349,2009-03-15T22:49:14Z,-97.31395482,32.9122281,0,102,66,75,0,6,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]"
350,2009-03-15T22:51:18Z,-122.3649824,38.40439994,4,81,73,50,0,8,10,"[{'url': '/categories/236', 'name': 'Fine Dining'}]"
351,2009-03-15T22:53:15Z,-97.3154354,32.91212082,4,197,93,150,0,10,10,"[{'url': '/categories/458', 'name': 'Best Buy'}]"
352,2009-03-15T22:54:17Z,-97.66967475,30.42402157,4,159,82,50,1,9,10,"[{'url': '/categories/67', 'name': 'Wings'}]"
353,2009-03-15T23:05:33Z,-97.28305577,32.95305132,3,93,27,75,1,3,10,"[{'url': '/categories/19', 'name': 'Italian'}]"
354,2009-03-15T23:06:50Z,-97.73993254,30.30736468,135,3563,1262,100,9,10,10,"[{'url': '/categories/106', 'name': 'Grocery'}]"
355,2009-03-15T23:09:37Z,-97.2829914,32.95327663,0,45,12,75,0,2,10,"[{'url': '/categories/19', 'name': 'Italian'}]"
356,2009-03-15T23:26:41Z,-97.73027658,30.3413093,2,77,48,75,0,5,10,"[{'url': '/categories/37', 'name': 'Playground'}]"
357,2009-03-16T00:10:33Z,-97.75066137,30.26314973,58,803,623,50,1,10,10,"[{'url': '/categories/63', 'name': 'Monument'}]"
358,2009-03-16T00:32:51Z,-96.61302387,32.95154457,1,43,29,50,0,4,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]"
359,2009-03-16T01:28:53Z,-97.03558443,33.02454828,0,53,12,35,0,2,10,"[{'url': '/categories/21', 'name': 'Home'}]"
360,2009-03-16T03:50:37Z,-122.4146891,37.74299428,9,95,68,150,1,10,10,"[{'url': '/categories/38', 'name': 'City Park'}]"
361,2009-03-16T04:36:08Z,-122.4181652,37.74351953,0,19,16,75,0,5,10,"[{'url': '/categories/37', 'name': 'Playground'}]"
362,2009-03-16T05:29:37Z,-73.99235643,40.72115767,1,32,32,75,0,6,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]"
363,2009-03-16T13:47:51Z,-1.810233583,50.76797247,0,7,6,150,0,1,10,"[{'url': '/categories/40', 'name': 'Nature Preserve'}]"
364,2009-03-16T13:58:25Z,-97.10476398,32.93884633,10,253,110,75,0,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]"
365,2009-03-16T15:31:56Z,-0.0857234,51.27869725,0,6,6,35,0,1,10,"[{'url': '/categories/90', 'name': 'Modern'}]"
366,2009-03-16T15:32:00Z,-87.91418552,43.12161683,1,21,15,75,0,3,10,"[{'url': '/categories/62', 'name': 'Toys & Games'}]"
367,2009-03-16T17:05:07Z,-97.04333067,32.9629755,0,99,61,50,0,10,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]"
368,2009-03-16T17:06:38Z,-96.81768178,32.95503615,10,116,79,75,0,9,10,"[{'url': '/categories/154', 'name': 'Burgers'}]"
369,2009-03-16T17:09:29Z,-97.10948467,32.93459772,0,99,41,75,0,5,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]"
370,2009-03-16T17:17:01Z,-97.10532188,32.93768763,8,187,86,50,0,10,10,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]"
371,2009-03-16T17:33:57Z,-97.75887965,30.24143457,14,328,162,50,4,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]"
372,2009-03-16T17:39:39Z,-97.7419281,30.26379347,52,660,481,75,4,10,10,"[{'url': '/categories/82', 'name': 'French'}]"
373,2009-03-16T17:50:05Z,-97.87472962,30.18636345,0,25,23,150,0,2,10,"[{'url': '/categories/40', 'name': 'Nature Preserve'}]"
374,2009-03-16T18:33:02Z,-97.74732471,30.26478483,56,867,522,100,1,10,10,"[{'url': '/categories/125', 'name': 'City Hall'}]"
375,2009-03-16T19:03:08Z,-97.04272985,32.96845793,0,51,43,50,0,7,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]"
376,2009-03-16T19:35:29Z,-97.74285077,30.2955079,158,1388,845,75,12,10,10,"[{'url': '/categories/62', 'name': 'Toys & Games'}]"
377,2009-03-16T20:05:01Z,-80.29982328,26.00768565,3,25,20,300,0,1,10,"[{'url': '/categories/11', 'name': 'Mall'}]"
378,2009-03-16T20:39:20Z,-90.05630493,29.93846127,5,134,42,100,0,3,10,"[{'url': '/categories/128', 'name': 'Bridge'}]"
